Age,Job,Marital Status,Education,Default,Housing Loan,Personal Loan,Contact Type,Month,Day of Week,Last Call Duration,Calls in this Campaign,Days passed after previous campaign,Calls in previous Campaign,Previous Campaign Outcome,Employment Variation Rate,Consumer Price Index,Consumer Confidence Index,Euribor 3M,Number of people employed
36,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,104,1,999,2,Failure,-3.4,92.431,-26.9,0.742,5017.5
37,Blue-collar,Single,Professional course,No,No,No,Cellular,Oct,Wed,727,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
56,Admin.,Married,Basic 9y,No,No,No,Cellular,Oct,Wed,79,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
38,Admin.,Married,High school,No,Yes,No,Cellular,Oct,Wed,108,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
35,Technician,Married,University degree,No,Yes,No,Cellular,Oct,Wed,68,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
42,Entrepreneur,Married,Basic 9y,No,No,No,Cellular,Oct,Wed,122,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
34,Management,Married,University degree,No,No,No,Telephone,Oct,Wed,290,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
28,Technician,Single,University degree,No,Yes,Yes,Cellular,Oct,Wed,166,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
36,Admin.,Married,University degree,No,No,No,Cellular,Oct,Wed,632,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.742,5017.5
36,Unemployed,Married,High school,No,No,No,Telephone,Oct,Thu,130,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
33,Admin.,Single,University degree,No,No,No,Cellular,Oct,Thu,441,5,999,1,Failure,-3.4,92.431,-26.9,0.74,5017.5
37,Blue-collar,Married,Basic 6y,No,Yes,No,Cellular,Oct,Thu,262,4,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
35,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Thu,86,1,999,1,Failure,-3.4,92.431,-26.9,0.74,5017.5
49,Admin.,Single,University degree,No,No,No,Cellular,Oct,Thu,73,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
28,Student,Single,High school,No,No,No,Telephone,Oct,Thu,280,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
34,Technician,Single,Professional course,No,No,No,Cellular,Oct,Thu,138,1,999,1,Failure,-3.4,92.431,-26.9,0.74,5017.5
30,Self-employed,Single,High school,No,No,No,Telephone,Oct,Thu,172,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
44,Admin.,Divorced,High school,No,No,No,Cellular,Oct,Thu,634,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
28,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Thu,522,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
68,Retired,Married,Professional course,No,No,No,Cellular,Oct,Thu,76,1,999,1,Failure,-3.4,92.431,-26.9,0.74,5017.5
37,Blue-collar,Married,Basic 6y,No,No,No,Cellular,Oct,Thu,244,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
37,Blue-collar,Married,Basic 6y,No,Yes,No,Cellular,Oct,Thu,68,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
40,Services,Married,Professional course,No,Yes,No,Cellular,Oct,Thu,244,1,3,1,Success,-3.4,92.431,-26.9,0.74,5017.5
28,Student,Single,Unknown,No,Yes,No,Cellular,Oct,Thu,231,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
74,Retired,Married,Professional course,No,Yes,No,Cellular,Oct,Thu,96,2,3,1,Success,-3.4,92.431,-26.9,0.74,5017.5
35,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Thu,126,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
74,Retired,Married,Basic 9y,No,Yes,No,Cellular,Oct,Thu,134,2,6,1,Success,-3.4,92.431,-26.9,0.74,5017.5
37,Blue-collar,Married,Basic 6y,No,No,No,Cellular,Oct,Thu,246,5,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
37,Blue-collar,Married,Basic 6y,No,No,No,Cellular,Oct,Thu,128,2,6,3,Failure,-3.4,92.431,-26.9,0.74,5017.5
33,Admin.,Single,University degree,No,Yes,No,Telephone,Oct,Thu,166,3,6,2,Success,-3.4,92.431,-26.9,0.74,5017.5
25,Admin.,Single,University degree,No,Yes,Yes,Telephone,Oct,Thu,227,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.74,5017.5
37,Management,Single,University degree,No,No,No,Cellular,Oct,Thu,570,1,999,1,Failure,-3.4,92.431,-26.9,0.74,5017.5
83,Retired,Married,Basic 9y,No,No,No,Cellular,Oct,Fri,138,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
25,Admin.,Single,University degree,No,Yes,Yes,Cellular,Oct,Fri,115,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
28,Services,Married,Basic 9y,No,Yes,No,Telephone,Oct,Fri,186,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
28,Services,Married,Basic 9y,No,Yes,No,Cellular,Oct,Fri,847,1,2,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
85,Housemaid,Divorced,Basic 4y,Unknown,Yes,No,Telephone,Oct,Fri,181,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
22,Student,Single,High school,No,No,No,Cellular,Oct,Fri,154,2,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
32,Self-employed,Married,Professional course,No,No,Yes,Cellular,Oct,Fri,55,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
25,Admin.,Single,University degree,No,Unknown,Unknown,Cellular,Oct,Fri,1580,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
39,Technician,Married,University degree,No,No,No,Cellular,Oct,Fri,170,1,6,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
33,Technician,Married,Professional course,No,Yes,No,Cellular,Oct,Fri,154,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
40,Admin.,Married,University degree,No,Yes,Yes,Cellular,Oct,Fri,109,5,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
38,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Fri,131,2,8,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
39,Technician,Married,University degree,No,Yes,No,Cellular,Oct,Fri,141,1,7,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
39,Admin.,Single,High school,No,No,No,Cellular,Oct,Fri,95,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
39,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Fri,132,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
33,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Fri,233,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
60,Self-employed,Married,University degree,No,Yes,No,Telephone,Oct,Fri,128,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
33,Self-employed,Single,Professional course,No,Yes,Yes,Telephone,Oct,Fri,193,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
26,Admin.,Single,University degree,No,No,No,Cellular,Oct,Fri,306,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
30,Technician,Single,Professional course,No,Yes,No,Telephone,Oct,Fri,169,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Services,Married,High school,No,Yes,No,Cellular,Oct,Fri,104,1,6,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Services,Married,High school,No,No,No,Cellular,Oct,Fri,141,1,999,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
49,Admin.,Single,High school,No,No,No,Cellular,Oct,Fri,165,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
49,Admin.,Single,High school,No,Yes,No,Telephone,Oct,Fri,434,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
28,Admin.,Single,University degree,No,No,No,Cellular,Oct,Fri,317,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
50,Technician,Married,Professional course,No,Unknown,Unknown,Cellular,Oct,Fri,447,1,8,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
33,Admin.,Married,University degree,No,No,No,Cellular,Oct,Fri,130,1,6,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
38,Technician,Married,University degree,No,No,No,Cellular,Oct,Fri,156,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
28,Management,Single,University degree,No,No,No,Cellular,Oct,Fri,324,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
62,Retired,Married,University degree,Unknown,No,No,Cellular,Oct,Fri,717,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
34,Management,Married,University degree,No,Yes,No,Cellular,Oct,Fri,87,1,2,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
44,Blue-collar,Married,Professional course,No,No,No,Cellular,Oct,Fri,283,1,999,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
32,Admin.,Single,University degree,No,No,No,Cellular,Oct,Fri,147,2,6,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
49,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Fri,136,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Admin.,Married,University degree,No,No,No,Cellular,Oct,Fri,342,1,999,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Management,Married,Basic 4y,No,No,No,Cellular,Oct,Mon,143,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
70,Retired,Married,Basic 4y,No,Yes,No,Cellular,Oct,Mon,131,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
34,Admin.,Single,University degree,No,No,No,Cellular,Oct,Mon,131,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
29,Management,Single,University degree,No,No,No,Cellular,Oct,Mon,94,1,999,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
21,Student,Single,High school,No,No,Yes,Cellular,Oct,Mon,238,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
60,Retired,Married,Basic 4y,No,No,No,Cellular,Oct,Mon,98,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
60,Retired,Married,Basic 4y,No,No,No,Cellular,Oct,Mon,599,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
60,Retired,Married,Basic 4y,No,Yes,No,Cellular,Oct,Mon,1020,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
25,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Mon,123,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Mon,113,1,6,1,Success,-3.4,92.431,-26.9,0.7390000000000001,5017.5
55,Entrepreneur,Married,Professional course,No,Yes,No,Cellular,Oct,Mon,534,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
60,Retired,Married,Basic 4y,No,No,No,Cellular,Oct,Mon,82,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
55,Entrepreneur,Married,Professional course,No,No,No,Cellular,Oct,Mon,116,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
30,Services,Single,High school,No,No,No,Cellular,Oct,Mon,120,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
32,Services,Married,High school,No,No,No,Cellular,Oct,Mon,217,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
54,Unemployed,Divorced,High school,No,No,Yes,Cellular,Oct,Mon,54,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
20,Student,Single,High school,No,No,Yes,Cellular,Oct,Mon,169,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
36,Management,Married,Basic 4y,No,Yes,No,Cellular,Oct,Mon,109,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
38,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Oct,Mon,167,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
30,Services,Single,High school,No,Yes,No,Cellular,Oct,Mon,385,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
55,Entrepreneur,Married,Professional course,No,Yes,No,Telephone,Oct,Mon,323,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
41,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Oct,Mon,79,1,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
41,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Oct,Mon,104,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
55,Entrepreneur,Married,Professional course,No,Yes,Yes,Cellular,Oct,Mon,233,1,999,2,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
65,Retired,Married,Unknown,No,Unknown,Unknown,Telephone,Oct,Mon,208,3,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
54,Housemaid,Married,Professional course,No,No,No,Telephone,Oct,Mon,187,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
67,Retired,Married,Professional course,No,No,No,Telephone,Oct,Mon,270,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
35,Self-employed,Single,University degree,No,Unknown,Unknown,Cellular,Oct,Mon,123,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
54,Housemaid,Married,Professional course,No,No,No,Telephone,Oct,Mon,1745,3,999,1,Failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5
21,Student,Single,High school,No,No,No,Cellular,Oct,Mon,328,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
51,Entrepreneur,Married,Basic 4y,No,No,No,Cellular,Oct,Tue,626,1,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
59,Housemaid,Married,Basic 4y,No,No,No,Telephone,Oct,Tue,2187,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
30,Technician,Married,Professional course,No,Yes,No,Cellular,Oct,Tue,59,1,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
58,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Oct,Tue,164,1,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
58,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Oct,Tue,92,1,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
36,Management,Married,Basic 6y,No,Yes,No,Cellular,Oct,Tue,332,1,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
33,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Tue,148,2,6,1,Success,-3.4,92.431,-26.9,0.737,5017.5
31,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Tue,107,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
57,Admin.,Single,High school,No,Unknown,Unknown,Telephone,Oct,Tue,513,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
31,Services,Single,Professional course,No,Yes,No,Telephone,Oct,Tue,373,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
31,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Tue,213,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
60,Technician,Married,Basic 4y,No,Yes,No,Cellular,Oct,Tue,595,2,6,1,Success,-3.4,92.431,-26.9,0.737,5017.5
70,Retired,Married,Basic 4y,No,Yes,No,Cellular,Oct,Tue,76,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
59,Housemaid,Married,Basic 4y,No,Yes,No,Cellular,Oct,Tue,518,2,6,1,Success,-3.4,92.431,-26.9,0.737,5017.5
53,Entrepreneur,Married,Basic 4y,No,Yes,No,Telephone,Oct,Tue,251,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
30,Technician,Married,Professional course,No,Yes,No,Cellular,Oct,Tue,427,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
24,Management,Single,University degree,No,Yes,No,Cellular,Oct,Tue,676,2,999,1,Failure,-3.4,92.431,-26.9,0.737,5017.5
39,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Tue,386,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.737,5017.5
44,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,192,3,6,1,Success,-3.4,92.431,-26.9,0.735,5017.5
38,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,828,1,999,1,Failure,-3.4,92.431,-26.9,0.735,5017.5
38,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,576,1,6,1,Success,-3.4,92.431,-26.9,0.735,5017.5
70,Retired,Married,High school,No,Yes,No,Cellular,Oct,Wed,72,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
33,Admin.,Single,University degree,No,No,Yes,Cellular,Oct,Wed,110,1,999,2,Failure,-3.4,92.431,-26.9,0.735,5017.5
88,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Oct,Wed,180,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
36,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,825,1,6,1,Success,-3.4,92.431,-26.9,0.735,5017.5
62,Retired,Divorced,University degree,No,Yes,No,Telephone,Oct,Wed,129,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
44,Admin.,Married,University degree,No,No,No,Cellular,Oct,Wed,1206,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
32,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Wed,467,2,6,1,Success,-3.4,92.431,-26.9,0.735,5017.5
88,Retired,Divorced,Basic 4y,No,No,No,Cellular,Oct,Wed,512,2,6,1,Success,-3.4,92.431,-26.9,0.735,5017.5
44,Admin.,Married,University degree,No,Yes,No,Telephone,Oct,Wed,749,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
36,Admin.,Married,University degree,No,No,No,Cellular,Oct,Wed,135,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
54,Admin.,Divorced,University degree,No,Yes,No,Cellular,Oct,Wed,164,2,6,2,Success,-3.4,92.431,-26.9,0.735,5017.5
42,Blue-collar,Married,Professional course,No,Yes,No,Cellular,Oct,Wed,307,1,7,1,Success,-3.4,92.431,-26.9,0.735,5017.5
42,Blue-collar,Married,Professional course,No,No,No,Cellular,Oct,Wed,287,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
29,Blue-collar,Single,Basic 9y,No,No,Yes,Cellular,Oct,Wed,107,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
54,Unemployed,Married,Basic 9y,No,Yes,No,Cellular,Oct,Wed,200,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
34,Technician,Married,Professional course,No,Yes,No,Cellular,Oct,Wed,442,2,8,1,Success,-3.4,92.431,-26.9,0.735,5017.5
32,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Wed,197,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
30,Admin.,Married,University degree,No,Yes,No,Telephone,Oct,Wed,196,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.735,5017.5
37,Unemployed,Married,University degree,No,Yes,No,Cellular,Oct,Thu,249,2,999,1,Failure,-3.4,92.431,-26.9,0.733,5017.5
35,Unemployed,Married,University degree,No,No,No,Cellular,Oct,Thu,360,5,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
56,Technician,Married,Basic 4y,No,No,No,Cellular,Oct,Thu,257,1,6,1,Success,-3.4,92.431,-26.9,0.733,5017.5
33,Services,Married,High school,No,Yes,No,Cellular,Oct,Thu,313,3,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
71,Management,Married,University degree,No,Yes,No,Cellular,Oct,Thu,127,3,999,2,Failure,-3.4,92.431,-26.9,0.733,5017.5
56,Retired,Married,Professional course,No,Unknown,Unknown,Cellular,Oct,Thu,181,1,6,1,Success,-3.4,92.431,-26.9,0.733,5017.5
56,Retired,Married,Professional course,No,No,No,Cellular,Oct,Thu,133,1,3,1,Success,-3.4,92.431,-26.9,0.733,5017.5
25,Services,Single,High school,No,Yes,No,Cellular,Oct,Thu,287,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
31,Admin.,Single,University degree,No,No,No,Cellular,Oct,Thu,334,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
35,Unemployed,Married,University degree,No,Yes,No,Cellular,Oct,Thu,391,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
45,Technician,Married,Professional course,No,No,No,Cellular,Oct,Thu,504,1,6,1,Success,-3.4,92.431,-26.9,0.733,5017.5
30,Admin.,Single,University degree,No,Yes,No,Telephone,Oct,Thu,1002,4,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
56,Technician,Married,Basic 4y,No,No,No,Cellular,Oct,Thu,306,3,3,1,Success,-3.4,92.431,-26.9,0.733,5017.5
25,Services,Single,High school,No,Yes,No,Cellular,Oct,Thu,260,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
24,Admin.,Single,University degree,No,Yes,Yes,Telephone,Oct,Thu,97,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.733,5017.5
30,Admin.,Single,University degree,No,No,Yes,Cellular,Oct,Thu,102,1,999,1,Failure,-3.4,92.431,-26.9,0.733,5017.5
35,Unemployed,Married,University degree,No,No,No,Cellular,Oct,Thu,344,1,6,1,Success,-3.4,92.431,-26.9,0.733,5017.5
24,Student,Single,Unknown,No,No,No,Cellular,Oct,Fri,114,4,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
61,Management,Married,University degree,No,Yes,No,Cellular,Oct,Fri,336,2,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
22,Student,Single,High school,No,No,No,Cellular,Oct,Fri,270,3,6,1,Success,-3.4,92.431,-26.9,0.73,5017.5
64,Admin.,Married,High school,No,Yes,No,Cellular,Oct,Fri,130,1,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
23,Technician,Single,University degree,No,Yes,No,Cellular,Oct,Fri,374,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
21,Student,Single,High school,No,Yes,No,Cellular,Oct,Fri,149,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
32,Unknown,Single,High school,No,Yes,No,Cellular,Oct,Fri,267,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
24,Student,Single,Unknown,No,Yes,No,Cellular,Oct,Fri,460,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
32,Admin.,Married,University degree,No,Yes,No,Cellular,Oct,Fri,94,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
98,Retired,Married,Basic 4y,Unknown,Yes,No,Cellular,Oct,Fri,476,1,2,2,Success,-3.4,92.431,-26.9,0.73,5017.5
64,Admin.,Married,High school,No,Yes,No,Cellular,Oct,Fri,427,1,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
35,Blue-collar,Single,High school,No,No,No,Cellular,Oct,Fri,622,1,6,1,Success,-3.4,92.431,-26.9,0.73,5017.5
98,Retired,Married,Basic 4y,Unknown,Yes,No,Cellular,Oct,Fri,272,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
22,Student,Single,Basic 9y,No,No,No,Cellular,Oct,Fri,438,1,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
22,Student,Single,Basic 9y,No,No,No,Cellular,Oct,Fri,221,2,6,1,Success,-3.4,92.431,-26.9,0.73,5017.5
26,Admin.,Single,University degree,No,No,No,Cellular,Oct,Fri,133,2,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
31,Self-employed,Single,University degree,No,Yes,No,Cellular,Oct,Fri,91,1,999,1,Failure,-3.4,92.431,-26.9,0.73,5017.5
31,Self-employed,Single,University degree,No,No,No,Cellular,Oct,Fri,76,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
29,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Fri,292,1,6,1,Success,-3.4,92.431,-26.9,0.73,5017.5
34,Admin.,Married,University degree,No,No,No,Cellular,Oct,Fri,281,1,999,2,Failure,-3.4,92.431,-26.9,0.73,5017.5
37,Blue-collar,Married,Basic 6y,No,Unknown,Unknown,Cellular,Oct,Fri,93,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
37,Blue-collar,Married,Basic 6y,No,No,No,Telephone,Oct,Fri,131,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
26,Admin.,Single,High school,No,No,No,Telephone,Oct,Fri,257,2,4,1,Success,-3.4,92.431,-26.9,0.73,5017.5
61,Management,Married,University degree,No,No,No,Cellular,Oct,Fri,56,4,999,0,Nonexistent,-3.4,92.431,-26.9,0.73,5017.5
33,Admin.,Single,High school,No,Yes,No,Cellular,Oct,Mon,61,2,6,2,Failure,-3.4,92.431,-26.9,0.731,5017.5
26,Admin.,Married,High school,No,Yes,Yes,Cellular,Oct,Mon,183,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
29,Admin.,Single,University degree,No,No,No,Cellular,Oct,Mon,87,2,999,1,Failure,-3.4,92.431,-26.9,0.731,5017.5
29,Technician,Single,Professional course,No,Yes,No,Cellular,Oct,Mon,633,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
73,Retired,Divorced,Basic 4y,No,Yes,No,Cellular,Oct,Mon,127,2,999,3,Failure,-3.4,92.431,-26.9,0.731,5017.5
29,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Mon,110,2,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
50,Management,Married,Basic 9y,No,No,No,Cellular,Oct,Mon,151,2,6,2,Failure,-3.4,92.431,-26.9,0.731,5017.5
29,Admin.,Single,University degree,No,Yes,No,Cellular,Oct,Mon,99,2,999,1,Failure,-3.4,92.431,-26.9,0.731,5017.5
33,Admin.,Single,High school,No,No,No,Cellular,Oct,Mon,87,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
33,Admin.,Single,High school,No,No,No,Cellular,Oct,Mon,251,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
30,Unemployed,Single,High school,No,Yes,No,Cellular,Oct,Mon,67,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
26,Admin.,Married,High school,No,Yes,No,Cellular,Oct,Mon,703,1,999,0,Nonexistent,-3.4,92.431,-26.9,0.731,5017.5
